Seed,NW1,NW2,Trees,Unsolvable?
72301,72,4,27212778464,0
72302,76,56,2564283216,0
72303,78,66,1710084432,0
72304,77,30,2567055305,0
72305,74,16,10806257771,0
72306,74,22,8137551649,0
72307,73,24,12628988540,0
72308,74,34,6908943195,0
72309,69,22,35287272972,0
72310,74,20,6188594400,0
72311,76,24,4479258840,0
72312,73,16,12007698816,0
72313,73,20,12303686964,0
72314,72,20,16274527500,0
72315,75,18,9131306528,0
72316,69,14,54237368979,0
72317,73,30,12510887760,0
72318,73,16,17131096144,0
72319,66,28,31938053057,0
72320,62,6,355000000000,0
72321,73,18,11857259276,0
72322,77,26,2564323512,0
72323,72,32,8442132080,0
72324,70,14,31204849581,0
72325,72,40,5571334800,0
72326,77,44,2343808180,0
72327,67,4,109000000000,0
72328,73,14,15477120218,0
72329,66,12,118000000000,0
72330,65,28,42136174528,0
72331,68,10,53935087271,0
72332,67,4,78038438040,0
72333,74,14,10757145457,0
72334,72,28,10448340502,0
72335,75,16,6087100627,0
72336,68,10,73697432550,0
72337,68,20,28837493496,0
72338,69,8,61088766948,0
72339,65,2,215000000000,0
72340,70,24,30361202880,0
72341,70,8,37760272809,0
72342,71,16,31904954676,0
72343,73,20,9909079164,0
72344,71,24,21501424311,0
72345,72,14,18753990816,0
72346,74,12,11306167369,0
72347,74,20,10914968748,0
72348,75,28,7304800896,0
72349,69,4,53991340708,0
72350,71,16,28904026004,0
72351,74,38,7640007876,0
72352,61,10,397000000000,0
72353,74,34,8669058888,0
72354,74,48,4121466475,0
72355,76,40,3706287431,0
72356,76,40,4152854080,0
72357,72,32,7683009600,0
72358,75,16,7776608847,0
72359,77,18,3452474340,0
72360,70,22,22975731702,0
72361,74,18,9896374146,0
72362,69,24,28530817220,0
72363,74,18,10379256483,0
72364,78,52,1849142388,0
72365,68,2,85644657112,0
72366,73,12,16724307712,0
72367,76,26,4531963226,0
72368,76,40,3046211728,0
72369,71,34,19866399660,0
72370,70,14,33709383719,0
72371,67,10,80248230454,0
72372,72,36,8419672789,0
72373,71,6,26688266880,0
72374,75,26,6409528405,0
72375,76,22,4711476898,0
72376,75,34,5695325104,0
72377,62,4,461000000000,0
72378,70,16,23192879104,0
72379,76,26,4109260904,0
72380,67,14,84466867392,0
72381,68,2,69697069092,0
72382,82,76,256937796,0
72383,73,26,11354717127,0
72384,66,10,57019703488,0
72385,74,46,5903368668,0
72386,77,26,3022978636,0
72387,76,54,3297738738,0
72388,71,14,21447165824,0
72389,72,24,14546041041,0
72390,75,26,4500623975,0
72391,68,12,66506066928,0
72392,75,52,3190790168,0
72393,67,14,71860971264,0
72394,70,10,39471450892,0
72395,67,22,37235065584,0
72396,73,26,14236945339,0
72397,67,26,38099135709,0
72398,71,22,20727073458,0
72399,68,8,66950625942,0
72400,71,18,21839692315,0
72401,77,62,1933669360,0
72402,78,42,1315810010,0
72403,67,0,60014428160,0
72404,72,8,20733774624,0
72405,71,18,23583424204,0
72406,72,14,18096018075,0
72407,71,6,30805270148,0
72408,69,24,19743599808,0
72409,70,46,6768905219,0
72410,72,14,15884524229,0
72411,73,14,13549873227,0
72412,72,24,10790762080,0
72413,69,32,19036770560,0
72414,79,58,733286400,0
72415,72,2,23130214464,0
72416,77,32,2919124951,0
72417,69,12,36794638656,0
72418,69,12,46527613360,0
72419,75,26,6805083228,0
72420,60,0,781000000000,0
72421,76,44,3374735616,0
72422,70,12,36364907845,0
72423,72,10,21148801792,0
72424,73,14,12533369234,0
72425,74,30,7705174348,0
72426,75,32,5128921344,0
72427,68,6,58878587915,0
72428,67,8,69768488767,0
72429,66,34,28661551264,0
72430,78,36,1594160539,0
72431,71,4,33687517248,0
72432,68,6,68207231889,0
72433,76,24,3719287390,0
72434,75,34,4097008812,0
72435,70,20,26399608982,0
72436,71,40,21687474312,0
72437,74,12,7600424752,0
72438,74,32,6693139152,0
72439,75,24,6081448670,0
72440,78,28,1986755616,0
72441,74,28,9475147356,0
72442,75,24,6836340780,0
72443,72,8,12806274096,0
72444,73,14,12544877672,0
72445,67,22,44018183872,0
72446,72,10,20295869748,0
72447,72,26,14585458536,0
72448,73,32,8309012480,0
72449,69,4,47007840432,0
72450,70,16,28509641824,0
72451,69,28,44379971160,0
72452,72,8,18756225200,0
72453,75,18,6025407887,0
72454,70,4,42606076000,0
72455,70,8,38547675612,0
72456,67,14,53289684054,0
72457,66,0,151000000000,0
72458,75,38,3780670080,0
72459,77,44,3019942312,0
72460,69,14,47047632672,0
72461,70,12,39709849524,0
72462,73,36,6860452375,0
72463,70,14,30222852737,0
72464,77,38,3216825184,0
72465,65,22,69392270592,0
72466,71,16,21217665471,0
72467,74,16,8310765175,0
72468,75,24,5898169482,0
72469,69,16,34612018439,0
72470,70,16,29319361344,0
72471,65,20,105000000000,0
72472,68,6,75131220246,0
72473,67,2,79295250237,0
72474,73,12,12681761224,0
72475,73,20,9008247712,0
72476,78,48,1580357760,0
72477,72,20,14614730928,0
72478,74,16,9241349520,0
72479,77,38,2866152072,0
72480,67,2,120000000000,0
72481,73,12,12500657580,0
72482,71,20,18408342280,0
72483,71,32,26501040830,0
72484,69,14,35647801140,0
72485,68,6,76111371969,0
72486,72,10,20757397632,0
72487,75,14,7702659187,0
72488,73,20,12846040588,0
72489,64,18,91763650864,0
72490,67,6,104000000000,0
72491,70,10,38733938112,0
72492,73,16,16229748409,0
72493,77,26,3033805780,0
72494,69,8,49891362048,0
72495,75,30,6214069516,0
72496,74,22,9614909804,0
72497,69,2,55920759536,0
72498,72,12,21890809585,0
72499,75,36,6075564096,0
72500,72,46,6156877716,0
72501,63,10,230000000000,0
72502,77,40,2657863376,0
72503,65,12,124000000000,0
72504,71,30,22184245635,0
72505,74,22,7153477152,0
72506,74,34,5963499740,0
72507,75,22,6561973154,0
72508,76,32,3740191680,0
72509,76,40,3830199460,0
72510,61,14,290000000000,0
72511,73,8,17244755434,0
72512,69,22,24589779264,0
72513,73,30,7700840896,0
72514,70,10,37859827363,0
72515,68,10,57561178304,0
72516,66,4,135000000000,0
72517,75,10,7261017780,0
72518,72,4,22448291780,0
72519,77,36,2075819336,0
72520,74,18,9180377433,0
72521,73,26,7219827507,0
72522,69,16,41962597800,0
72523,69,12,61198182423,0
72524,67,2,91065231383,0
72525,77,26,3767161685,0
72526,75,22,5861371669,0
72527,72,14,18730993473,0
72528,74,16,8598584602,0
72529,74,34,6244132544,0
72530,69,10,50431482202,0
72531,71,40,10482539076,0
72532,76,50,1772387456,0
72533,66,4,105000000000,0
72534,68,10,74070474016,0
72535,74,20,7849688263,0
72536,71,26,18963625968,0
72537,71,2,27394013724,0
72538,72,16,15568550676,0
72539,66,12,123000000000,0
72540,73,16,10484046385,0
72541,64,0,164000000000,0
72542,70,18,27027524814,0
72543,75,20,7426388581,0
72544,70,40,8735179472,0
72545,72,18,15801435275,0
72546,76,12,5327242098,0
72547,74,22,9241906368,0
72548,79,30,1417245343,0
72549,76,42,2776560056,0
72550,74,18,8931291040,0
72551,64,10,161000000000,0
72552,73,6,11790050356,0
72553,72,20,11401734820,0
72554,74,4,12664679967,0
72555,73,32,8633260288,0
72556,73,10,14794174384,0
72557,67,8,70073018484,0
72558,74,20,9313639056,0
72559,66,12,113000000000,0
72560,79,52,739078985,0
72561,70,41,0,1
72562,70,16,37730032320,0
72563,71,20,19834888046,0
72564,70,18,28736176980,0
72565,69,30,29373080902,0
72566,75,32,4511913245,0
72567,75,16,5585240180,0
72568,72,14,18214728134,0
72569,67,12,94942436112,0
72570,68,0,45022886923,0
72571,70,12,41513863108,0
72572,70,18,27085879515,0
72573,77,54,1194729088,0
72574,75,44,5205611520,0
72575,70,6,29965832064,0
72576,72,18,14084987987,0
72577,73,18,18060696676,0
72578,74,52,4530706560,0
72579,77,30,3179903300,0
72580,75,32,5938357803,0
72581,75,18,6759311744,0
72582,75,34,4649270144,0
72583,67,8,108000000000,0
72584,67,2,105000000000,0
72585,69,24,19244894208,0
72586,76,22,4114985280,0
72587,74,32,9442422333,0
72588,66,8,146000000000,0
72589,70,10,39484430330,0
72590,74,30,9636006960,0
72591,71,16,26173742080,0
72592,71,24,20616829280,0
72593,72,12,16133400340,0
72594,75,14,7778779186,0
72595,77,30,3348431952,0
72596,71,14,19613565992,0
72597,72,30,8356539081,0
72598,64,18,144000000000,0
72599,77,30,3109253383,0
72600,68,14,41032191435,0
72601,75,24,6162060608,0
72602,73,16,12851247637,0
72603,70,6,41608808178,0
72604,64,10,150000000000,0
72605,67,24,30566317516,0
72606,70,20,14695282359,0
72607,76,30,3225539019,0
72608,74,22,8023977532,0
72609,64,4,207000000000,0
72610,71,8,30572675960,0
72611,72,18,23162787600,0
72612,71,10,25002167040,0
72613,66,2,153000000000,0
72614,70,2,37641176507,0
72615,71,26,16268261128,0
72616,76,18,5933371126,0
72617,67,2,131000000000,0
72618,73,14,13965461248,0
72619,77,28,3479967148,0
72620,67,4,101000000000,0
72621,75,20,6292538812,0
72622,79,42,1411258496,0
72623,66,20,72119418579,0
72624,68,10,60856526336,0
72625,67,4,115000000000,0
72626,77,24,3667534948,0
72627,76,24,3427648000,0
72628,68,2,76007253888,0
72629,67,2,144000000000,0
72630,68,4,59156575000,0
72631,74,22,11162300898,0
72632,76,32,2819375958,0
72633,75,40,4356865714,0
72634,75,20,7034607120,0
72635,76,28,3967756981,0
72636,74,36,6788252844,0
72637,64,6,223000000000,0
72638,70,14,30220261127,0
72639,66,10,103000000000,0
72640,78,54,1085370000,0
72641,71,20,27503382704,0
72642,78,66,942510355,0
72643,70,14,29495195392,0
72644,76,46,1811828880,0
72645,77,36,2582202234,0
72646,70,34,12136813200,0
72647,75,30,4859894592,0
72648,74,34,8295466897,0
72649,69,6,42414377665,0
72650,72,20,14170870050,0
72651,78,50,1955034905,0
72652,80,34,1043440544,0
72653,74,32,5895605088,0
72654,69,24,33878060032,0
72655,76,38,4170690520,0
72656,65,12,106000000000,0
72657,69,14,41580947722,0
72658,77,26,3640982471,0
72659,71,10,23582401380,0
72660,72,10,15960533504,0
72661,67,18,61736448911,0
72662,79,64,632052636,0
72663,69,22,32070384640,0
72664,71,10,30630305860,0
72665,72,8,18998348268,0
72666,73,26,12677455692,0
72667,60,2,371000000000,0
72668,55,8,1910000000000,0
72669,71,16,21136139728,0
72670,73,24,11062001184,0
72671,73,4,14811641792,0
72672,71,12,25518384792,0
72673,71,42,16189968384,0
72674,77,24,3819188112,0
72675,70,14,33654926035,0
72676,77,36,2888264575,0
72677,70,18,30076974005,0
72678,73,22,9991877749,0
72679,73,26,13542569112,0
72680,71,20,15478494101,0
72681,71,4,23842996212,0
72682,76,40,3605731067,0
72683,70,12,33343397360,0
72684,72,18,16119801451,0
72685,69,14,46453545092,0
72686,77,28,3314208960,0
72687,70,12,29919758596,0
72688,78,30,2358058395,0
72689,69,16,43124194704,0
72690,70,20,17170148949,0
72691,71,16,22470247575,0
72692,65,4,123000000000,0
72693,71,10,26115558774,0
72694,74,36,6040429808,0
72695,76,20,5111629160,0
72696,73,16,8861324283,0
72697,67,6,83915441850,0
72698,66,18,89082321792,0
72699,72,14,15047414477,0
72700,74,20,7713396768,0
72701,74,12,11251054594,0
72702,73,20,12987933036,0
72703,71,2,28229892872,0
72704,72,14,22534960408,0
72705,70,28,23973559320,0
72706,71,8,30912938675,0
72707,71,14,27565932591,0
72708,76,20,4503677370,0
72709,72,26,11630293882,0
72710,67,16,40651252416,0
72711,68,6,75429316704,0
72712,70,4,52994766770,0
72713,70,20,27359640293,0
72714,73,18,11154872256,0
72715,70,20,25697553696,0
72716,69,18,34797880991,0
72717,74,12,10023003540,0
72718,71,14,23694672112,0
72719,69,10,54838876206,0
72720,72,14,17993673792,0
72721,73,52,5023384128,0
72722,74,22,8634554208,0
72723,77,54,2153609542,0
72724,71,8,29932198160,0
72725,75,26,5728049184,0
72726,77,42,2582487196,0
72727,72,8,23821104732,0
72728,68,4,86849192168,0
72729,68,14,50705381816,0
72730,76,44,2044224756,0
72731,72,20,14309963072,0
72732,76,20,5850782727,0
72733,70,18,33760707696,0
72734,75,26,6182639244,0
72735,74,16,9181923156,0
72736,67,8,97045424084,0
72737,72,26,15987833280,0
72738,65,8,169000000000,0
72739,68,10,55557549530,0
72740,77,30,2971199994,0
72741,72,18,17180027159,0
72742,72,36,10263177467,0
72743,74,42,5063449664,0
72744,74,14,9917375279,0
72745,68,24,45477504960,0
72746,71,8,34077983267,0
72747,78,48,1444913100,0
72748,76,42,2208936432,0
72749,69,8,43650320640,0
72750,75,32,3518140045,0
72751,75,28,5700117824,0
72752,72,34,16141896220,0
72753,71,10,24618307536,0
72754,73,12,11971983312,0
72755,74,14,8179087880,0
72756,75,16,5165993616,0
72757,70,6,45062949687,0
72758,65,20,115000000000,0
72759,71,22,21165608126,0
72760,69,12,38921936535,0
72761,74,52,3498913024,0
72762,76,56,2526161940,0
72763,72,16,22288656591,0
72764,76,20,5043452916,0
72765,70,8,38861395201,0
72766,72,8,22654885984,0
72767,71,20,25549364614,0
72768,78,30,2401620336,0
72769,73,30,6601552336,0
72770,73,28,9404641920,0
72771,68,14,65361368830,0
72772,71,10,21375377408,0
72773,75,34,4809437969,0
72774,73,24,10970568070,0
72775,69,16,28263634560,0
72776,68,2,61994761776,0
72777,73,16,10683325420,0
72778,64,4,224000000000,0
72779,71,18,28763189780,0
72780,80,44,857484940,0
72781,69,10,50133606280,0
72782,72,30,16816126848,0
72783,66,8,95882336644,0
72784,76,28,3266799269,0
72785,78,40,1811359850,0
72786,65,4,106000000000,0
72787,69,26,22949511168,0
72788,77,32,3660132905,0
72789,78,30,2373893784,0
72790,67,4,107000000000,0
72791,71,16,26131144932,0
72792,70,12,34224747462,0
72793,74,18,9201739122,0
72794,62,4,357000000000,0
72795,74,22,10403735876,0
72796,68,8,59406955860,0
72797,71,8,26209530736,0
72798,67,12,74851078120,0
72799,78,36,1904323068,0
72800,67,4,101000000000,0
72801,77,38,2959648039,0
72802,72,8,20232339188,0
72803,70,16,37044383824,0
72804,68,0,70227210368,0
72805,70,16,18291102720,0
72806,71,8,20168831259,0
72807,74,38,5181076404,0
72808,74,12,9862710512,0
72809,66,2,172000000000,0
72810,70,12,26109706087,0
72811,74,30,5830580032,0
72812,67,12,68382144100,0
72813,71,28,15709751712,0
72814,74,20,8706937040,0
72815,72,14,21782444592,0
72816,69,10,36322007074,0
72817,76,14,5417553519,0
72818,66,2,158000000000,0
72819,72,28,15422608996,0
72820,78,40,2221946539,0
72821,69,6,54922947173,0
72822,76,30,3565955652,0
72823,77,32,3059559697,0
72824,73,30,6467200656,0
72825,65,6,159000000000,0
72826,74,6,11381128206,0
72827,68,22,29746825962,0
72828,74,14,10430330912,0
72829,70,26,20828744384,0
72830,64,4,244000000000,0
72831,75,26,7930820472,0
72832,73,6,14701819408,0
72833,71,10,23320378112,0
72834,62,6,440000000000,0
72835,74,16,10528558929,0
72836,73,28,11282612040,0
72837,66,10,93671536735,0
72838,71,14,28186470202,0
72839,69,10,42753540915,0
72840,62,10,276000000000,0
72841,72,2,16401351456,0
72842,78,24,2169084340,0
72843,63,18,128000000000,0
72844,75,26,5747758156,0
72845,71,20,16870118400,0
72846,73,8,16431096998,0
72847,73,22,9741155088,0
72848,72,10,18335474325,0
72849,69,12,34529694080,0
72850,69,14,29027263324,0
72851,72,20,17459870870,0
72852,71,10,21636428940,0
72853,73,18,10601582922,0
72854,68,18,51952753120,0
72855,74,34,4695217200,0
72856,75,20,6271805996,0
72857,73,18,12750917382,0
72858,70,6,35172389342,0
72859,71,8,25440715440,0
72860,70,10,26457343408,0
72861,80,48,778973184,0
72862,78,50,1229250560,0
72863,64,0,290000000000,0
72864,73,32,9175104630,0
72865,74,28,7056669445,0
72866,71,8,20393614080,0
72867,73,18,10555130359,0
72868,80,58,822760378,0
72869,72,20,14188766193,0
72870,64,10,161000000000,0
72871,71,16,27124283440,0
72872,74,10,9258568736,0
72873,73,28,6954842048,0
72874,76,38,3996005316,0
72875,75,38,5491605408,0
72876,78,42,1398396384,0
72877,68,4,82734008512,0
72878,65,4,150000000000,0
72879,71,16,19803309200,0
72880,75,26,4244006214,0
72881,75,36,3191923008,0
72882,72,16,13403093120,0
72883,72,32,13983067896,0
72884,69,36,20573553447,0
72885,76,32,3897480240,0
72886,72,26,14855874795,0
72887,75,28,5367256448,0
72888,71,24,17999373548,0
72889,69,12,49520383710,0
72890,76,32,3697303248,0
72891,68,8,64725283476,0
72892,76,16,4664583372,0
72893,73,24,8514728984,0
72894,74,18,8902860659,0
72895,73,12,14225232619,0
72896,71,20,19732803012,0
72897,70,16,29171662976,0
72898,75,36,3944238443,0
72899,76,24,4331237568,0
72900,74,32,4142115040,0
72901,74,24,8738935056,0
72902,74,12,10207963912,0
72903,69,42,14419557537,0
72904,75,30,4662335454,0
72905,76,34,5022436032,0
72906,70,8,38633895824,0
72907,74,26,6385248115,0
72908,76,12,5614716000,0
72909,73,10,14393182732,0
72910,70,4,44342745586,0
72911,68,12,49867613136,0
72912,74,14,11194049536,0
72913,70,4,44710101148,0
72914,71,6,24867102857,0
72915,76,42,3701162216,0
72916,79,50,1060278296,0
72917,69,6,50252735248,0
72918,78,42,1898265600,0
72919,68,10,55542475120,0
72920,74,36,8844751664,0
72921,64,4,216000000000,0
72922,68,6,53135190185,0
72923,77,24,3879342873,0
72924,75,42,3188809728,0
72925,71,38,24896838591,0
72926,74,26,8590449153,0
72927,78,32,2133689916,0
72928,74,20,7044983820,0
72929,74,18,9658968300,0
72930,69,2,62397431936,0
72931,68,10,61006005564,0
72932,64,8,233000000000,0
72933,71,14,24821122560,0
72934,65,12,151000000000,0
72935,72,28,15705698432,0
72936,73,12,13837359725,0
72937,68,6,77493505141,0
72938,75,16,7542088416,0
72939,64,4,265000000000,0
72940,68,14,53628757776,0
72941,79,52,1185480168,0
72942,75,32,7066500828,0
72943,69,34,18024239232,0
72944,76,38,3782237698,0
72945,77,38,2753837688,0
72946,77,52,1767969520,0
72947,70,20,20272088459,0
72948,77,36,3483135600,0
72949,70,32,28451563980,0
72950,76,22,3591857584,0
72951,74,32,6913859904,0
72952,78,22,2195070456,0
72953,78,40,1546670272,0
72954,73,12,14491319913,0
72955,77,34,2533995777,0
72956,75,32,3886768512,0
72957,74,28,6364559042,0
72958,75,26,7718734259,0
72959,77,30,3217980276,0
72960,69,14,39506426330,0
72961,80,56,777958100,0
72962,71,10,25707703824,0
72963,62,0,588000000000,0
72964,66,4,139000000000,0
72965,65,2,154000000000,0
72966,76,36,3946407780,0
72967,72,20,13781323136,0
72968,76,50,2083227256,0
72969,74,24,7030437816,0
72970,75,12,7696150784,0
72971,70,26,19485076416,0
72972,71,16,22550082480,0
72973,73,36,4863633228,0
72974,72,14,15765405264,0
72975,72,18,11137880688,0
72976,64,4,284000000000,0
72977,64,8,158000000000,0
72978,74,24,5214707960,0
72979,76,38,4580418654,0
72980,70,12,27576950272,0
72981,78,40,1693009731,0
72982,79,42,1628903114,0
72983,74,16,11491880184,0
72984,71,4,28294487616,0
72985,71,14,23836615735,0
72986,73,24,13639127611,0
72987,69,20,20569575856,0
72988,71,12,26126683913,0
72989,70,4,54145320259,0
72990,75,12,8238323568,0
72991,74,20,6390181152,0
72992,69,4,44172841260,0
72993,74,16,8563221810,0
72994,70,16,29753245284,0
72995,77,26,3144396444,0
72996,78,36,1537977088,0
72997,68,34,42940469760,0
72998,68,20,44475460800,0
72999,75,38,3788762112,0
73000,72,14,18964055282,0
73001,73,10,15910515992,0
73002,70,10,38081865684,0
73003,61,4,508000000000,0
73004,72,28,12019383434,0
73005,75,22,5798942020,0
73006,72,30,14562263782,0
73007,71,14,22734056584,0
73008,73,36,9149904211,0
73009,76,30,4392036012,0
73010,67,14,72650117232,0
73011,73,26,9595727834,0
73012,67,18,50529536064,0
73013,68,26,49692172572,0
73014,72,18,22518690495,0
73015,75,38,2442206448,0
73016,74,38,2873893872,0
73017,74,30,8262870900,0
73018,74,20,8745540480,0
73019,68,0,71505176944,0
73020,74,30,7405726153,0
73021,73,14,14868236768,0
73022,71,22,17240908608,0
73023,69,16,47213114256,0
73024,74,4,10485210240,0
73025,76,46,2512510140,0
73026,62,4,322000000000,0
73027,64,0,189000000000,0
73028,70,4,49469378215,0
73029,76,26,5037665403,0
73030,76,18,5910521280,0
73031,72,34,7293915784,0
73032,71,24,16619129232,0
73033,72,26,9898039280,0
73034,75,20,5698125760,0
73035,69,22,31462098936,0
73036,69,2,58998353211,0
73037,64,0,234000000000,0
73038,70,14,25076834064,0
73039,76,32,3128678960,0
73040,76,56,2625675840,0
73041,77,36,2857672097,0
73042,79,34,1632393487,0
73043,67,18,56433348284,0
73044,67,4,99029644508,0
73045,77,36,2169813520,0
73046,76,24,3318463904,0
73047,65,2,201000000000,0
73048,79,38,1265446564,0
73049,74,22,7389696384,0
73050,73,16,12840229451,0
73051,74,38,6372382528,0
73052,73,8,14786988202,0
73053,73,8,13539600896,0
73054,73,12,12833439600,0
73055,77,34,2291903405,0
73056,64,20,83428558200,0
73057,70,12,38161872408,0
73058,78,40,1361983960,0
73059,76,30,5144133495,0
73060,68,22,33997725504,0
73061,77,46,2087808957,0
73062,80,36,1052548504,0
73063,68,18,31387263561,0
73064,75,30,6036622592,0
73065,69,24,37183462605,0
73066,77,36,2653546800,0
73067,78,28,1987641337,0
73068,80,42,916026396,0
73069,76,20,4501195547,0
73070,77,40,1913267347,0
73071,72,14,17197271888,0
73072,70,10,37813132021,0
73073,72,16,14367242160,0
73074,70,6,30110206424,0
73075,74,14,10297690362,0
73076,67,24,72450778926,0
73077,71,16,28029329392,0
73078,73,40,6746530320,0
73079,74,10,9881598357,0
73080,69,20,30375355648,0
73081,62,16,169000000000,0
73082,69,28,27186941572,0
73083,75,34,4349829888,0
73084,69,16,39517896952,0
73085,63,2,298000000000,0
73086,75,20,5152884492,0
73087,69,4,58685298375,0
73088,75,34,3195357076,0
73089,75,22,6436752112,0
73090,68,26,49409951332,0
73091,74,40,6595649839,0
73092,74,18,8517702574,0
73093,75,24,7180881112,0
73094,70,34,15249217680,0
73095,77,28,3237897104,0
73096,70,2,46841127500,0
73097,75,42,3759095296,0
73098,77,26,3671415432,0
73099,75,22,6122714808,0
73100,74,30,8671093548,0
73101,70,22,32675048694,0
73102,78,50,1496728080,0
73103,75,30,6308961351,0
73104,71,18,24954308727,0
73105,71,42,10949732960,0
73106,78,48,1476384060,0
73107,68,22,59691939720,0
73108,73,14,12592827408,0
73109,74,16,9494177432,0
73110,67,14,61601572496,0
73111,75,22,4433589000,0
73112,73,16,15913538194,0
73113,71,16,17107991320,0
73114,77,56,1115694128,0
73115,68,4,71755509648,0
73116,69,8,54995301441,0
73117,73,22,11949044049,0
73118,71,26,15438217128,0
73119,73,16,12864658584,0
73120,72,16,13243686099,0
73121,66,18,75344656478,0
73122,73,30,11003593151,0
73123,72,6,20946697728,0
73124,71,2,25659423824,0
73125,78,22,2187865953,0
73126,72,16,12759976760,0
73127,70,16,25253002720,0
73128,77,26,2838603408,0
73129,64,18,150000000000,0
73130,72,14,19756002008,0
73131,68,22,37359128610,0
73132,77,46,2203889815,0
73133,74,32,7879422592,0
73134,69,18,37614591732,0
73135,77,26,3283060679,0
73136,75,30,5832014341,0
73137,73,20,9876697325,0
73138,75,24,7657732939,0
73139,70,34,11177696474,0
73140,66,16,65064151680,0
73141,75,24,5386471920,0
73142,74,34,5010070023,0
73143,77,26,2417039076,0
73144,73,14,12373813800,0
73145,73,24,11662726272,0
73146,74,16,6747753468,0
73147,75,20,5802584290,0
73148,74,26,6089824044,0
73149,69,12,55987182464,0
73150,67,20,55934565123,0
73151,62,6,317000000000,0
73152,72,16,17343668837,0
73153,65,22,70480714680,0
73154,73,26,11669126736,0
73155,76,26,3719230356,0
73156,76,32,3787839192,0
73157,76,32,4633735724,0
73158,66,14,100000000000,0
73159,76,48,2793799550,0
73160,72,30,12390310797,0
73161,71,20,26976099900,0
73162,77,50,2012713660,0
73163,75,42,4717152936,0
73164,73,22,11444926045,0
73165,68,10,69280241308,0
73166,69,24,34323793632,0
73167,75,28,6020591474,0
73168,72,36,17988056104,0
73169,70,16,43188903936,0
73170,74,18,8190255271,0
73171,66,12,68909026950,0
73172,66,16,92921801264,0
73173,74,20,10041188724,0
73174,69,2,58033615828,0
73175,66,6,120000000000,0
73176,75,26,6745637790,0
73177,80,38,921499725,0
73178,78,28,2001108235,0
73179,73,42,3962705437,0
73180,74,26,7254451088,0
73181,74,26,9672898224,0
73182,72,24,11908565856,0
73183,69,12,44885314404,0
73184,67,12,102000000000,0
73185,68,12,71355237114,0
73186,70,28,18159633408,0
73187,70,40,14148890937,0
73188,69,12,44157801883,0
73189,72,22,17456434560,0
73190,73,26,9478618168,0
73191,69,22,39271062084,0
73192,70,20,23232256512,0
73193,69,14,41060924718,0
73194,69,8,56625779329,0
73195,68,6,79435306395,0
73196,74,30,8930036736,0
73197,71,12,20843871286,0
73198,75,12,8599233489,0
73199,67,8,102000000000,0
73200,66,8,92299748087,0
73201,71,26,19741638716,0
73202,66,10,120000000000,0
73203,72,24,11287743804,0
73204,75,20,6918504840,0
73205,74,30,6727286352,0
73206,71,18,23909968440,0
73207,71,14,23063111926,0
73208,67,16,49431781296,0
73209,72,18,12668320512,0
73210,67,6,91475683551,0
73211,68,10,73570210290,0
73212,65,8,114000000000,0
73213,67,4,103000000000,0
73214,66,20,71858593792,0
73215,69,18,33496625584,0
73216,71,34,20538052721,0
73217,73,24,10166829764,0
73218,75,22,6816168360,0
73219,77,30,2860127024,0
73220,74,28,8605221911,0
73221,76,20,4803290307,0
73222,81,52,570938004,0
73223,75,34,5269978880,0
73224,72,14,19621213632,0
73225,70,22,29038664656,0
73226,70,12,38459885660,0
73227,72,26,9407215776,0
73228,73,20,11686069485,0
73229,74,8,11421694149,0
73230,80,48,795702528,0
73231,68,12,66809721291,0
73232,71,22,20425035393,0
73233,77,34,2623972784,0
73234,75,22,5625848340,0
73235,72,14,13684068110,0
73236,66,22,56455608702,0
73237,63,12,228000000000,0
73238,71,38,23479818624,0
73239,74,10,5996509344,0
73240,75,16,6863821773,0
73241,68,0,54560417380,0
73242,76,34,2992526215,0
73243,72,24,12877946392,0
73244,69,12,31707924300,0
73245,80,66,873075487,0
73246,75,12,5894929460,0
73247,72,20,17440705704,0
73248,67,6,93026431763,0
73249,73,24,10299487104,0
73250,74,20,5640949310,0
73251,62,0,440000000000,0
73252,69,12,39839994030,0
73253,68,20,20793832960,0
73254,78,52,933031920,0
73255,68,12,31577010880,0
73256,75,20,7815332391,0
73257,73,42,4090254712,0
73258,76,36,3065274331,0
73259,69,10,49721467313,0
73260,72,18,13453252128,0
73261,70,32,10068239412,0
73262,71,18,15996651267,0
73263,73,10,15545254448,0
73264,74,22,6810095716,0
73265,74,14,10364039041,0
73266,72,4,20041053440,0
73267,74,20,8487811460,0
73268,76,42,3501303275,0
73269,73,32,7855642980,0
73270,77,18,4299296256,0
73271,70,14,22808303262,0
73272,76,34,4760096955,0
73273,80,44,827144448,0
73274,72,8,25274455488,0
73275,74,28,6167348032,0
73276,78,46,1632558912,0
73277,66,2,107000000000,0
73278,74,38,8659274245,0
73279,69,2,49228617600,0
73280,71,24,19419474024,0
73281,75,14,6954606220,0
73282,59,4,552000000000,0
73283,71,26,14039945829,0
73284,71,18,24499886112,0
73285,75,40,4054765677,0
73286,69,12,47351586928,0
73287,71,8,28134581760,0
73288,67,32,71786407680,0
73289,74,36,4232622114,0
73290,69,16,32859355904,0
73291,70,18,24651716376,0
73292,72,10,19738951416,0
73293,74,26,6831531833,0
73294,72,42,13009122828,0
73295,74,20,10004604575,0
73296,69,14,34010660566,0
73297,73,12,14941336259,0
73298,77,30,3231279211,0
73299,75,26,5358265241,0
